dateChecked,timeChecked,dateCheckedHour,dateCheckedMinute,dateCheckedDayOfWeek,dateCheckedDayOfMonth,checkMinSmall,appointmentDaysFound,earliestAppointmentDate,earliestAppointmentDelta,correcEarliestDelta,dateToday,dateByTomorrow,dateWithin3days,dateWithin7days,dateWithin14days,dateWithin30days,anyday,Time of day,Has appointments/100,Has appointments,Has appointments (14 days)
2021-09-13 00:00:00;0:56:00;0;56;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;0:56:00;0;56;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;0:56:00;0;56;2;15;;1;2021-09-15 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-16 00:00:00;0:56:00;0;56;3;16;;1;2021-09-16 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-17 00:00:00;0:56:00;0;56;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;0:56:00;0;56;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;0:56:00;0;56;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;0:56:00;0;56;0;20;;1;2021-09-20 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-21 00:00:00;0:56:00;0;56;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;0:56:00;0;56;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;0:56:00;0;56;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;0:56:00;0;56;4;24;;2;2021-10-19 00:00:00;25;25;0;0;0;0;0;1;1;00:00;1;100;0
2021-09-25 00:00:00;0:56:00;0;56;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;0:56:00;0;56;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;0:56:00;0;56;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;0:56:00;0;56;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;0:56:00;0;56;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;0:56:00;0;56;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;0:56:00;0;56;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;0:56:00;0;56;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;0:56:00;0;56;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;0:56:00;0;56;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;0:56:00;0;56;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;0:56:00;0;56;2;6;;1;2021-11-30 00:00:00;55;55;0;0;0;0;0;0;1;00:00;1;100;0
2021-10-07 00:00:00;0:56:00;0;56;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;0:56:00;0;56;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;0:56:00;0;56;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;0:56:00;0;56;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;0:56:00;0;56;0;11;;1;2021-10-11 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-12 00:00:00;0:58:00;0;58;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;0:58:00;0;58;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;0:58:00;0;58;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;0:58:00;0;58;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;0:58:00;0;58;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;0:58:00;0;58;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;0:58:00;0;58;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;0:58:00;0;58;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;0:58:00;0;58;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;0:58:00;0;58;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;0:58:00;0;58;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;0:58:00;0;58;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;0:58:00;0;58;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;0:58:00;0;58;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;0:58:00;0;58;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;0:58:00;0;58;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;0:58:00;0;58;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;0:58:00;0;58;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;0:58:00;0;58;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;0:58:00;0;58;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;0:58:00;0;58;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;0:58:00;0;58;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;0:58:00;0;58;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;0:58:00;0;58;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;0:58:00;0;58;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;0:58:00;0;58;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;0:58:00;0;58;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;0:58:00;0;58;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;0:58:00;0;58;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;0:58:00;0;58;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:00:00;1;0;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:00:00;1;0;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;1:00:00;1;0;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:00:00;1;0;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:00:00;1;0;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;1:00:00;1;0;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:00:00;1;0;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:00:00;1;0;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:00:00;1;0;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:00:00;1;0;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:00:00;1;0;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:00:00;1;0;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:00:00;1;0;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:00:00;1;0;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:00:00;1;0;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:00:00;1;0;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:00:00;1;0;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:00:00;1;0;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:00:00;1;0;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:00:00;1;0;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:00:00;1;0;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:00:00;1;0;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:00:00;1;0;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:00:00;1;0;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:00:00;1;0;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:00:00;1;0;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:00:00;1;0;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:00:00;1;0;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:00:00;1;0;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:00:00;1;0;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:02:00;1;2;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:02:00;1;2;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;1:02:00;1;2;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:02:00;1;2;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:02:00;1;2;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;1:02:00;1;2;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:02:00;1;2;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:02:00;1;2;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:02:00;1;2;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:02:00;1;2;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:02:00;1;2;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:02:00;1;2;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:02:00;1;2;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:02:00;1;2;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:02:00;1;2;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:02:00;1;2;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:02:00;1;2;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:02:00;1;2;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:02:00;1;2;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:02:00;1;2;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:02:00;1;2;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:02:00;1;2;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:02:00;1;2;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:02:00;1;2;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:02:00;1;2;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:02:00;1;2;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:02:00;1;2;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:02:00;1;2;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:02:00;1;2;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:02:00;1;2;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:04:00;1;4;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:04:00;1;4;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;1:04:00;1;4;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:04:00;1;4;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:04:00;1;4;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;1:04:00;1;4;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:04:00;1;4;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:04:00;1;4;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:04:00;1;4;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:04:00;1;4;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:04:00;1;4;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:04:00;1;4;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:04:00;1;4;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:04:00;1;4;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:04:00;1;4;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:04:00;1;4;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:04:00;1;4;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:04:00;1;4;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:04:00;1;4;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:04:00;1;4;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:04:00;1;4;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:04:00;1;4;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:04:00;1;4;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:04:00;1;4;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:04:00;1;4;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:04:00;1;4;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:04:00;1;4;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:04:00;1;4;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:04:00;1;4;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:04:00;1;4;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:06:00;1;6;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:06:00;1;6;0;13;;1;2021-09-13 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-14 00:00:00;1:06:00;1;6;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:06:00;1;6;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:06:00;1;6;3;16;;1;2021-09-16 00:00:00;0;0;1;1;1;1;1;1;1;00:00;1;100;100
2021-09-17 00:00:00;1:06:00;1;6;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:06:00;1;6;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:06:00;1;6;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:06:00;1;6;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:06:00;1;6;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:06:00;1;6;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:06:00;1;6;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:06:00;1;6;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:06:00;1;6;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:06:00;1;6;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:06:00;1;6;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:06:00;1;6;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:06:00;1;6;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:06:00;1;6;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:06:00;1;6;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:06:00;1;6;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:06:00;1;6;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:06:00;1;6;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:06:00;1;6;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:06:00;1;6;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:06:00;1;6;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:06:00;1;6;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:06:00;1;6;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:06:00;1;6;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:06:00;1;6;0;11;;4;2021-11-10 00:00:00;30;30;0;0;0;0;0;1;1;00:00;1;100;0
2021-09-12 00:00:00;1:08:00;1;8;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:08:00;1;8;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;1:08:00;1;8;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:08:00;1;8;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:08:00;1;8;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;1:08:00;1;8;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:08:00;1;8;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:08:00;1;8;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:08:00;1;8;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:08:00;1;8;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:08:00;1;8;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:08:00;1;8;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:08:00;1;8;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:08:00;1;8;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:08:00;1;8;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:08:00;1;8;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:08:00;1;8;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:08:00;1;8;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:08:00;1;8;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:08:00;1;8;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:08:00;1;8;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:08:00;1;8;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:08:00;1;8;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:08:00;1;8;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:08:00;1;8;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:08:00;1;8;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:08:00;1;8;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:08:00;1;8;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:08:00;1;8;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:08:00;1;8;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:10:00;1;10;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-13 00:00:00;1:10:00;1;10;0;13;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-14 00:00:00;1:10:00;1;10;1;14;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-15 00:00:00;1:10:00;1;10;2;15;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-16 00:00:00;1:10:00;1;10;3;16;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-17 00:00:00;1:10:00;1;10;4;17;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-18 00:00:00;1:10:00;1;10;5;18;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-19 00:00:00;1:10:00;1;10;6;19;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-20 00:00:00;1:10:00;1;10;0;20;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-21 00:00:00;1:10:00;1;10;1;21;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-22 00:00:00;1:10:00;1;10;2;22;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-23 00:00:00;1:10:00;1;10;3;23;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-24 00:00:00;1:10:00;1;10;4;24;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-25 00:00:00;1:10:00;1;10;5;25;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-26 00:00:00;1:10:00;1;10;6;26;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-27 00:00:00;1:10:00;1;10;0;27;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-28 00:00:00;1:10:00;1;10;1;28;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-29 00:00:00;1:10:00;1;10;2;29;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-30 00:00:00;1:10:00;1;10;3;30;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-01 00:00:00;1:10:00;1;10;4;1;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-02 00:00:00;1:10:00;1;10;5;2;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-03 00:00:00;1:10:00;1;10;6;3;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-04 00:00:00;1:10:00;1;10;0;4;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-05 00:00:00;1:10:00;1;10;1;5;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-06 00:00:00;1:10:00;1;10;2;6;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-07 00:00:00;1:10:00;1;10;3;7;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-08 00:00:00;1:10:00;1;10;4;8;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-09 00:00:00;1:10:00;1;10;5;9;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-10 00:00:00;1:10:00;1;10;6;10;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-10-11 00:00:00;1:10:00;1;10;0;11;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
2021-09-12 00:00:00;1:12:00;1;12;6;12;;0;;;;0;0;0;0;0;0;0;00:00;0;0;0
